Gene Name, Locus Tag (prokka_output),Locus Tag (K12 reference),Start of Gene,End of Gene,Strand,UniProt ID,Protein Product,Anc_rep1,Anc_rep2,Anc_ave,Anc*_rep1,Anc*_rep2,Anc*_ave,Ara–1_rep1,Ara–1_rep2,Ara–1_ave,Ara–2_rep1,Ara–2_rep2,Ara–2_ave,Ara–3_rep1,Ara–3_rep2,Ara–3_ave,Ara–4_rep1,Ara–4_rep2,Ara–4_ave,Ara–5_rep1,Ara–5_rep2,Ara–5_ave,Ara–6_rep1,Ara–6_rep2,Ara–6_ave,Ara+1_rep1,Ara+1_rep2,Ara+1_ave,Ara+2_rep1,Ara+2_rep2,Ara+2_ave,Ara+3_rep1,Ara+3_rep2,Ara+3_ave,Ara+4_rep1,Ara+4_rep2,Ara+4_ave,Ara+5_rep1,Ara+5_rep2,Ara+5_ave,Ara+6_rep1,Ara+6_rep2,Ara+6_ave,LocusID
yaaI,FJKNNBLA_00011,b0013,11784,11380,-1,P28696,DUF2541 domain-containing protein YaaI,0.011890364737229472,0.0016500215259370368,0.006770193131583255,0.01040257652530119,0.012189934099694034,0.011296255312497613,0.007255231027730639,0.003555988062933465,0.005405609545332052,0.009920012650082272,-0.011215505516702251,-0.0006477464333099897,-0.002408740620298425,0.0010067368809858054,-0.0007010018696563098,-0.003304173147754339,0.021919708238719943,0.009307767545482803,0.015145686162460939,0.005366475592112067,0.010256080877286503,-0.00684195565841258,-0.011740562769743836,-0.009291259214078208,0.00615818330587981,0.0028478732487975692,0.004503028277338689,0.01934265083526092,0.0210704653981432,0.020206558116702057,0.005800351758920319,-0.03987932485272526,-0.01703948654690247,-0.09397791915846845,-0.04944544369238027,-0.07171168142542436,0.010100419238990166,0.010954362507424875,0.010527390873207521,-0.01736639633873103,-0.0074655760009002675,-0.012415986169815648,ECB_00013
dnaK,FJKNNBLA_00012,b0014,12161,14077,1,P0A6Y8,chaperone protein DnaK,-0.6,-0.6,-0.6,-0.3755336424868992,-0.3572843623202329,-0.36640900240356605,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.32054599597942046,-0.2719514730591264,-0.29624873451927347,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,ECB_00014
dnaJ,FJKNNBLA_00013,b0015,14166,15296,1,P08622,chaperone protein DnaJ,-0.35330361326984294,-0.237562330851618,-0.2954329720607305,-0.25982760906394425,-0.2876107880811716,-0.2737191985725579,-0.2554603451600218,-0.20435104220387457,-0.2299056936819482,-0.10285600929701383,-0.056359728985078905,-0.07960786914104637,-0.31783775018201726,-0.3473767676068486,-0.33260725889443293,-0.2651835302138162,-0.2852258112551967,-0.27520467073450644,-0.6,-0.6,-0.6,-0.24768594280835032,-0.2921995641354358,-0.26994275347189306,-0.2416167567665501,-0.2843455071378908,-0.26298113195222045,-0.2114546540277536,-0.22802128583544756,-0.21973796993160058,-0.2802841282306462,-0.25705266494063533,-0.2686683965856408,-0.2866924413880419,-0.30826352757977243,-0.29747798448390717,-0.21519577845472768,-0.2559806078261517,-0.23558819314043966,-0.35901289317100665,-0.4055662391679768,-0.3822895661694917,ECB_00015
hokC,FJKNNBLA_00016,b4412,16901,16749,-1,P0ACG4,protein HokC,-0.6,-0.6,-0.6,-0.04357471817605085,0.013029710995938583,-0.015272503590056136,-0.020711021430439753,-0.005768087079262854,-0.013239554254851304,-0.0057683833183773126,-0.0070477041202854085,-0.0064080437193313605,-0.006019046520919777,0.023643348454594277,0.00881215096683725,-0.6,-0.6,-0.6,0.02106364200798167,0.010449212695538317,0.015756427351759993,0.005492138687468806,0.02460292540493706,0.015047532046202933,-0.018973765444615417,-0.014542810160773524,-0.01675828780269447,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,ECB_04280
nhaA,FJKNNBLA_00017,b0019,17488,18654,1,P13738,Na(+):H(+) antiporter NhaA,-0.0756850246648308,-0.034615246603536445,-0.055150135634183625,-0.04194226199015109,-0.038014165507536175,-0.03997821374884363,-0.3400586702317398,-0.40338522394121296,-0.3717219470864764,-0.016905366888241846,-0.009751501368750026,-0.013328434128495936,-0.2405938462856622,-0.3072921685748199,-0.273943007430241,-0.251604834308995,-0.1495594610091624,-0.2005821476590787,-0.39252213632138616,-0.3355727710982267,-0.3640474537098064,-0.32763373706498583,-0.29490072498279113,-0.3112672310238885,-0.6,-0.6,-0.6,-0.24398539575008626,-0.28410122909854474,-0.2640433124243155,-0.37114490251802296,-0.38346998247983916,-0.37730744249893106,-3.518333271684132e-05,0.008232835984468518,0.004098826325875838,-0.16280219190086054,-0.14566921140359784,-0.1542357016522292,-0.05659244992827463,-0.09462181766084925,-0.07560713379456194,ECB_00018
nhaR,FJKNNBLA_00018,b0020,18720,19619,1,P0A9G2,DNA-binding transcriptional activator NhaR,-0.0013308940894468275,0.0022842215990729903,0.0004766637548130814,-0.0018019791344424368,-0.005179203168658133,-0.003490591151550285,-0.006300353505732404,-0.0003877540569021329,-0.0033440537813172683,0.005647783982426324,-0.01817151356743482,-0.006261864792504249,0.009540839848814774,0.004684815575820251,0.007112827712317513,-0.0077768075711423905,-0.007714905196937006,-0.007745856384039698,0.007234722430324922,0.007001386402790129,0.007118054416557525,-0.05315197768595486,-0.033090364222342565,-0.04312117095414871,0.002688727293565154,-0.0018411400100520879,0.0004237936417565331,0.0043762376974475475,0.012910559078064106,0.008643398387755827,0.009331586534809649,0.002520760604289435,0.005926173569549542,-0.11403590897615268,-0.046671735978995266,-0.08035382247757397,0.009455363416948616,-0.0004588134770767711,0.004498274969935922,-0.026926159847034375,-0.02545326661699218,-0.026189713232013277,ECB_00019
FJKNNBLA_00019,FJKNNBLA_00019,,20617,19658,-1,,['hypothetical protein'],-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,ECB_00020
rpsT,FJKNNBLA_00025,b0023,25150,24887,-1,P0A7U7,30S ribosomal subunit protein S20,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,ECB_00027
ribF,FJKNNBLA_00026,b0025,25479,26420,1,P0AG40,bifunctional riboflavin kinase/FMN adenylyltransferase,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,ECB_00029
ileS,FJKNNBLA_00027,b0026,26463,29279,1,P00956,isoleucine--tRNA ligase,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,ECB_00030
lspA,FJKNNBLA_00028,b0027,29279,29773,1,P00804,lipoprotein signal peptidase,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,ECB_00031
fkpB,FJKNNBLA_00029,b0028,29898,30347,1,P0AEM0,peptidyl-prolyl cis-trans isomerase FkpB,-0.008708500528729806,-0.01865637298610044,-0.013682436757415123,-0.1036960544449058,-0.07312757255587732,-0.08841181350039157,-0.09427717250711752,0.007190818963637772,-0.043543176771739876,-0.019305247793822783,-0.0038486131664914602,-0.011576930480157122,0.0019776615316669938,-0.051726513522066656,-0.02487442599519983,-0.02513485130816203,-0.002839765348499255,-0.013987308328330643,0.014815682796021547,0.03984609386411615,0.027330888330068852,-0.04162072901807441,-0.015038344326008242,-0.028329536672041328,-0.003801666903318899,-0.0030936970180199673,-0.003447681960669433,-0.010949726274657071,0.019185455204587136,0.004117864464965032,0.007311086946735197,-0.008438865987543615,-0.000563889520404209,0.030095774953658477,0.05283318147880413,0.0414644782162313,0.03147255612830833,-0.003558601884235464,0.013956977122036432,-0.12353540778467136,0.0050323479331714875,-0.05925152992574993,ECB_00032
ispH,FJKNNBLA_00030,b0029,30349,31299,1,P62623,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,ECB_00033
rihC,FJKNNBLA_00031,b0030,31365,32279,1,P22564,ribonucleoside hydrolase RihC,-0.007915180194326592,-0.01287344810010049,-0.010394314147213542,0.007123383201661599,0.013370347854485388,0.010246865528073494,0.0036443131832794005,-0.007565604980654123,-0.001960645898687361,-0.006413828340272265,0.0040305975487185675,-0.0011916153957768488,0.004270841110752379,0.01173668171589749,0.008003761413324935,0.002967641605237178,0.00675454600892812,0.004861093807082649,0.003930051100388743,-0.0013856409031060887,0.001272205098641327,-0.006169416577614226,-0.0017835984258007722,-0.003976507501707499,-0.008573987672568688,0.0026720461413399224,-0.002950970765614383,-0.0017173057027811498,-0.013196405892517745,-0.0074568557976494474,0.009344534573434583,-0.01037973377236268,-0.0005175995994640484,-0.040711076012901706,-0.0045071936668864415,-0.022609134839894074,0.015281101953183258,0.010877656840027377,0.013079379396605317,-0.0380490839659664,-0.03041338048127559,-0.034231232223621,ECB_00034
dapB,FJKNNBLA_00032,b0031,32446,33267,1,P04036,4-hydroxy-tetrahydrodipicolinate reductase,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,ECB_00035
carA,FJKNNBLA_00033,b0032,33722,34870,1,P0A6F1,carbamoyl phosphate synthetase subunit alpha,-0.5406631978318328,-0.32223197310649493,-0.43144758546916384,-0.3482948614916682,-0.4067919559634171,-0.37754340872754266,-0.45742938376805686,-0.504647875138213,-0.4810386294531349,-0.180615917950381,-0.130444244993293,-0.155530081471837,-0.4931702529746651,-0.4472915626230238,-0.47023090779884447,-0.3517106117381697,-0.4190272529821043,-0.38536893236013703,-0.3744401225780384,-0.4287548171018337,-0.40159746983993605,-0.41007269159330306,-0.41696341030341466,-0.41351805094835886,-0.3141134912513407,-0.3104772651181014,-0.3122953781847211,-0.41188866075351954,-0.5141465014022045,-0.46301758107786206,-0.3771606499550716,-0.3303694175105618,-0.3537650337328167,-0.4624566855016118,-0.5280693236997761,-0.49526300460069395,-0.4236757075746616,-0.450523940647404,-0.43709982411103276,-0.4103579152487374,-0.4015897088685166,-0.405973812058627,ECB_00036
carB,FJKNNBLA_00034,b0033,34888,38109,1,P00968,carbamoyl phosphate synthetase subunit beta,-0.4577649425023325,-0.48461918846557245,-0.4711920654839525,-0.49669235470084466,-0.43421412337353144,-0.46545323903718805,-0.429502603445016,-0.3915657870246761,-0.410534195234846,-0.13148293569257463,-0.15940954182209877,-0.1454462387573367,-0.5973560664748707,-0.5897853541649876,-0.5935707103199291,-0.3990062363473004,-0.38037181091793565,-0.38968902363261804,-0.42121669409030355,-0.43210052039137725,-0.42665860724084037,-0.40160567031571087,-0.37861300801219416,-0.3901093391639525,-0.3192949088739624,-0.34417911844472515,-0.33173701365934377,-0.4496237105422695,-0.44263701427314445,-0.446130362407707,-0.39883681396366183,-0.4361765060259136,-0.41750665999478775,-0.46974211798451915,-0.5380834876518568,-0.503912802818188,-0.4226979301670495,-0.39027699996865145,-0.4064874650678505,-0.4227925546164116,-0.3593489959507078,-0.3910707752835597,ECB_00037
caiF,FJKNNBLA_00035,b0034,38371,38766,1,P0AE58,DNA-binding transcriptional activator CaiF,0.014083439872189638,-0.00037500578461055565,0.006854217043789541,0.006637389870037662,0.004625945808501594,0.005631667839269628,0.001192358847960733,-0.004130387250151502,-0.0014690142010953845,0.00827914996856699,0.004656198845565285,0.006467674407066137,-0.004087876269224221,0.011261280792657235,0.003586702261716507,0.01629080449464091,0.000565351578010815,0.008428078036325863,0.0012007204438957307,-0.0002760526294330592,0.00046233390723133573,-0.03197509911478248,-0.021013093336798905,-0.026494096225790693,-0.0020005167923509994,-0.013990520975895525,-0.007995518884123263,-0.005036130253109253,-0.009985856830984467,-0.007510993542046859,0.000631452967267741,0.02267760304327355,0.011654528005270646,-0.1664033933579811,-0.04800440624142944,-0.10720389979970527,0.015874873362664764,0.015629435028700407,0.015752154195682586,-0.025299784609146125,-0.013987059648352857,-0.01964342212874949,ECB_00038
caiE,FJKNNBLA_00036,b0035,39565,38975,-1,P39206,putative transferase CaiE,-0.004095857549009424,-0.0012395857989515625,-0.0026677216739804934,-7.43322030381157e-05,-0.007596562848515736,-0.003835447525776926,0.007521439208675659,-0.011130153401312546,-0.0018043570963184436,0.0013615887894597167,-0.02388913039686974,-0.011263770803705012,0.004585212005058221,-0.00544171359623381,-0.00042825079558779424,0.004958570751040694,-0.006784150927920958,-0.0009127900884401321,0.005803522157152793,-0.013788994170157512,-0.00399273600650236,0.008100850079258743,0.004325051670707976,0.00621295087498336,0.008254524237218048,0.007213566235657713,0.007734045236437881,0.021411313225015854,-0.00931299891533946,0.006049157154838197,0.006622233992716727,0.005290537488829833,0.00595638574077328,0.03184046628802646,0.0036850434448283,0.01776275486642738,-0.009159190522757795,-0.007093440409806901,-0.008126315466282348,0.00464513333411172,0.011233463087789377,0.00793929821095055,ECB_00039
caiD,FJKNNBLA_00037,b0036,40356,39571,-1,P31551,crotonobetainyl-CoA hydratase,-0.004174577139024849,0.0014556881257985262,-0.0013594445066131616,-0.003330014929400278,0.026838551592910626,0.011754268331755174,0.013929734162930791,-0.004428375453861593,0.004750679354534599,-0.0006548948956867362,0.008883537856054613,0.004114321480183938,0.003109456452703252,0.009819882967997401,0.0064646697103503264,-0.009054030278478656,0.0064158275384841625,-0.0013191013699972469,-0.003625912013490892,-0.019820945272990307,-0.011723428643240599,-0.07268487127481744,-0.009662561901924811,-0.04117371658837113,0.008280316761306345,0.0001443740670578333,0.004212345414182089,-0.011915075119756986,0.012912879869750222,0.0004989023749966178,0.009972494959366366,-0.0020942978068645354,0.003939098576250915,-0.1893241287250516,-0.5013413615731502,-0.34533274514910095,-0.0028953791070285458,-0.021680913117622373,-0.01228814611232546,-0.014570506484807202,-0.012627566714677175,-0.013599036599742188,ECB_00040
caiC,FJKNNBLA_00038,b0037,42018,40465,-1,P31552,carnitine--CoA ligase,-0.001222534797923851,-0.007539460509788928,-0.004380997653856389,0.00908822965676974,-0.005445112638672492,0.0018215585090486245,0.0015890468870459543,0.003852915621252103,0.0027209812541490286,0.012184299720527786,-0.012681071858277104,-0.0002483860688746592,0.009271671397359755,-0.0009375764779172499,0.0041670474597212525,0.007338878719873114,0.005175150280873086,0.006257014500373101,0.010429997301764207,-0.0010375390420812513,0.0046962291298414775,0.018772677172633638,0.007184198902250574,0.012978438037442107,0.010252718695784771,0.00686504261473566,0.008558880655260215,-0.0015042649067508063,0.0009941972447245753,-0.0002550338310131155,-0.007755499592348923,0.0017355265395671065,-0.0030099865263909084,-0.060932855680788385,-0.04863626090497383,-0.054784558292881105,0.0068464431457765,0.004926571895641893,0.005886507520709197,-0.003487319491678083,0.005565064076429054,0.0010388722923754855,ECB_00041
